400000 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: INTL HDQTRS-CENTER OWNED - UNITED STATES
425844 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: MIBANCO, BANCO DE LA MICROEMPRESA, S.A. - PERU
425845 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: FILER CREDIT UNION - UNITED STATES
425846 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: ANADOLUBANK, A.S. - TURKEY
425847 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: ANADOLUBANK, A.S. - TURKEY
425848 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: ANADOLUBANK, A.S. - TURKEY
425849 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: ANADOLUBANK, A.S. - TURKEY
425850 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: BANCO SANTANDER, S.A. - BRAZIL
425851 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: STANDARD CHARTERED BANK OMAN - OMAN
425852 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: PNC BANK, NATIONAL ASSOCIATION - CONSUMER CREDIT - UNITED STATES
425853 - TYPE:  DEBIT  | LEVEL:  INFINITE  | BANK: REVOLUT, LTD. - UNITED KINGDOM
425854 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: ZOPA BANK, LTD. - UNITED KINGDOM
425855 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
425856 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
425857 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: PT BANK DANAMON INDONESIA TBK - INDONESIA
425858 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
425859 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: THE NATIONAL BANK OF UMM AL-QAIWAIN PSC. - UNITED ARAB EMIRATES
425860 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: RHB BANK BERHAD - MALAYSIA
425861 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
425862 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: CHINA EVERBRIGHT BANK - CHINA
425863 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: KB KOOKMIN CARD CO., LTD. - KOREA, REPUBLIC OF
425864 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: PT BANK UOB INDONESIA - INDONESIA
425865 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
425866 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
425867 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
425868 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
425869 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: MASRAF AL RAYAN - QATAR
425870 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: TAIWAN COOPERATIVE BANK - TAIWAN, PROVINCE OF CHINA
425871 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: BANQUE SAUDI FRANSI - SAUDI ARABIA
425872 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
425873 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: THE COMMERCIAL BANK OF KUWAIT S.A.K. - KUWAIT
425874 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: PUBLIC JOINT-STOCK COMPANY BANK OTKRITIE FINANCIAL CORPORATION - RUSSIAN FEDERATION
425875 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: AM BANK S.A.L. - LEBANON
425876 - TYPE:  CREDIT  | LEVEL:  SIGNATURE  | BANK: CORPBANCA - CHILE
425877 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
425878 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: COMMERCIAL BANK OF DUBAI, LTD. - UNITED ARAB EMIRATES
425879 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
425880 - TYPE:  DEBIT  | LEVEL:  INFINITE  | BANK: AXIS BANK, LTD. - INDIA
425881 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: BANCO NACIONAL DE CREDITO C.A. - VENEZUELA, BOLIVARIAN REPUBLIC OF
425882 - TYPE:  DEBIT  | LEVEL:  INFINITE  | BANK: 
425883 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: STANDARD CHARTERED BANK (TAIWAN), LTD. - TAIWAN, PROVINCE OF CHINA
425884 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: AO RAIFFEISENBANK - RUSSIAN FEDERATION
425885 - TYPE:  DEBIT  | LEVEL:  INFINITE  | BANK: AO RAIFFEISENBANK - RUSSIAN FEDERATION
425886 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: DUKHAN BANK - QATAR
425887 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: VELOBANK SPOLKA AKCYJNA - POLAND
425888 - TYPE:  CREDIT  | LEVEL:  SIGNATURE  | BANK: DEL SUR BANCO UNIVERSAL C.A. - VENEZUELA, BOLIVARIAN REPUBLIC OF
425889 - TYPE:  DEBIT  | LEVEL:  INFINITE  | BANK: NURBANK JSC - KAZAKHSTAN
425890 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: BV FINANCEIRA S.A. CREDITO FINANCIAMENTO E INVESTIMENTO - BRAZIL
425891 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
425892 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
425893 - TYPE:  DEBIT  | LEVEL:  INFINITE/PLATINUM  | BANK: ABU DHABI ISLAMIC BANK - UNITED ARAB EMIRATES
425894 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
425895 - TYPE:  CREDIT  | LEVEL:  ULTRA HIGH NET WORTH  | BANK: DBS BANK, LTD. - SINGAPORE
425896 - TYPE:  CREDIT  | LEVEL:  SIGNATURE BUSINESS  | BANK: ALINMA BANK - SAUDI ARABIA
425897 - TYPE:  DEBIT  | LEVEL:  INFINITE  | BANK: CASABLANCA FINANCE MARKETS, S.A. - MOROCCO
425898 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: HUA NAN COMMERCIAL BANK, LTD. - TAIWAN, PROVINCE OF CHINA
425899 - TYPE:  DEBIT  | LEVEL:  INFINITE  | BANK: HUA NAN COMMERCIAL BANK, LTD. - TAIWAN, PROVINCE OF CHINA
425900 - TYPE:  CREDIT  | LEVEL:  CORPORATE T&amp;E  | BANK: BANCO INTERAMERICANO DE FINANZAS, S.A. - PERU
425901 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: BANCO INTERAMERICANO DE FINANZAS, S.A. - PERU
425902 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: BANCO INTERAMERICANO DE FINANZAS, S.A. - PERU
425903 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: GLOBAL BANK OF COMMERCE, LTD. - ANTIGUA AND BARBUDA
425904 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANCO BRADESCO, S.A. - BRAZIL
425905 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: BANCO DE LA EXPORTACION, S.A. - NICARAGUA
425906 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: NOVO BANCO - PORTUGAL
425907 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: WELLS FARGO BANK, NATIONAL ASSOCIATION - UNITED STATES
425908 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: WELLS FARGO BANK, NATIONAL ASSOCIATION - UNITED STATES
425909 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: WELLS FARGO BANK, NATIONAL ASSOCIATION - UNITED STATES
425910 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: BANCO BICE - CHILE
425911 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: WELLS FARGO BANK, NATIONAL ASSOCIATION - UNITED STATES
425912 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: U.S. BANK, N.A. - UNITED STATES
425913 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: BANCO BICE - CHILE
425914 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: PNC BANK, NATIONAL ASSOCIATION - UNITED STATES
425915 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: FINANCIAL PLUS CREDIT UNION - UNITED STATES
425916 - TYPE:  CREDIT  | LEVEL:  SIGNATURE  | BANK: HAPO COMMUNITY CREDIT UNION - UNITED STATES
425917 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: MIDFLORIDA CREDIT UNION - UNITED STATES
425918 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: MIDFLORIDA CREDIT UNION - UNITED STATES
425919 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: MIDFLORIDA CREDIT UNION - UNITED STATES
425920 - TYPE:  CREDIT  | LEVEL:  BUSINESS ENHANCED  | BANK: BC CARD COMPANY, LTD. - KOREA, REPUBLIC OF
425921 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: VYSTAR CREDIT UNION - UNITED STATES
425922 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: COMMUNITY POWERED FEDERAL CREDIT UNION - UNITED STATES
425923 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANK FUND STAFF FEDERAL CREDIT UNION - UNITED STATES
425924 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: REPUBLIC BANK (GUYANA), LTD. - GUYANA
425925 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: UNIVERSITY OF KENTUCKY FEDERAL CREDIT UNION - UNITED STATES
425926 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: BANCO EMPRESARIAL, S.A. - GUATEMALA
425927 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: BANCO EMPRESARIAL, S.A. - GUATEMALA
425928 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: BANCO EMPRESARIAL, S.A. - GUATEMALA
425929 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: USF FEDERAL CREDIT UNION - UNITED STATES
425930 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: MIDFLORIDA CREDIT UNION - UNITED STATES
425931 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: MIDFLORIDA CREDIT UNION - UNITED STATES
425932 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: MIDFLORIDA CREDIT UNION - UNITED STATES
425933 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: MIDFLORIDA CREDIT UNION - UNITED STATES
425934 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: MIDFLORIDA CREDIT UNION - UNITED STATES
425935 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: BANCO NACIONAL DE FOMENTO - PARAGUAY
425936 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO NACIONAL DE FOMENTO - PARAGUAY
425937 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: PEOPLES STATE BANK - UNITED STATES
425938 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
425939 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: MULTIBANCO, S.A. - PARAGUAY
425940 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: MULTIBANCO, S.A. - KOREA, REPUBLIC OF
425941 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO CITIBANK DE GUATEMALA, S.A. - GUATEMALA
425942 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: FIRST UNITED BANK &amp; TRUST - UNITED STATES
425943 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANCO BICE - CHILE
425944 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: BANCO BICE - CHILE
425945 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: PT BANK MANDIRI (PERSERO) TBK - INDONESIA
425946 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
425947 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: BANCO BICE - CHILE
425948 - TYPE:  DEBIT  | LEVEL:  PREPAID BUSINESS  | BANK: THE BANCORP BANK, NATIONAL ASSOCIATION - UNITED STATES
425949 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: SCOTIABANK COLPATRIA S.A - COLOMBIA
425950 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO DAVIVIENDA, S.A. - COLOMBIA
425951 - TYPE:  CREDIT  | LEVEL:  CORPORATE T&amp;E  | BANK: BANCO DAVIVIENDA, S.A. - COLOMBIA
425952 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: BANCORP BANK - UNITED STATES
425953 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: FARMERS STATE BANK - UNITED STATES
425954 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: KAIKU CARD ISSUED BY WILDCARD SYSTEMS, INC. - UNITED STATES
425955 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: HORIZON CREDIT UNION - UNITED STATES
425956 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: INCENTA FEDERAL CREDIT UNION - UNITED STATES
425957 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: INVERSIONES FEDEBAN, S.A. - COSTA RICA
425958 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: UNITED OVERSEAS BANK (MALAYSIA) BHD - MALAYSIA
425959 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: FORTERA CREDIT UNION - UNITED STATES
425960 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANISTMO COLOMBIA, S.A. - COLOMBIA
425961 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: BANCO BICE - CHILE
425962 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: FINANCIAL CENTER FIRST CREDIT UNION - UNITED STATES
425963 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: MICHIGAN FIRST CREDIT UNION - UNITED STATES
425964 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: AMERIS BANK - UNITED STATES
425965 - TYPE:  DEBIT  | LEVEL:  PLATINUM  | BANK: ASIA-PACIFIC DEVELOPMENT BANK PLC. - CAMBODIA
425966 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: ALTURA CREDIT UNION - UNITED STATES
425967 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: AVAL GOLD, S.A. - GUATEMALA
425968 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: FIA CARD SERVICES PR - PUERTO RICO
425969 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: FIRSTBANK PUERTO RICO - PUERTO RICO
425970 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANK-VERLAG GMBH - GERMANY
425971 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: ABU DHABI ISLAMIC BANK - UNITED ARAB EMIRATES
425972 - TYPE:  CREDIT  | LEVEL:  SIGNATURE  | BANK: ABU DHABI ISLAMIC BANK - UNITED ARAB EMIRATES
425973 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: SKYLA FEDERAL CREDIT UNION - UNITED STATES
425974 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: POPULAR IBERAGENTES - SPAIN
425975 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: POPULAR IBERAGENTES - SPAIN
425976 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: BANCO POPULAR ESPANOL, S.A. - SPAIN
425977 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: CAIXABANK, S.A. - SPAIN
425978 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: CAIXABANK, S.A. - SPAIN
425979 - TYPE:  DEBIT  | LEVEL:  ELECTRON  | BANK: IKTISAT BANKASI TURK, A.S. - TURKEY
425980 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: PUBLIC JOINT-STOCK COMPANY BANK OTKRITIE FINANCIAL CORPORATION - RUSSIAN FEDERATION
425981 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: BANCO MERCANTIL DEL NORTE S.A.., INSTITUCI N DE BANCA M LTIPLE, GRUPO FINANCIERO - MEXICO
425982 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO MERCANTIL DEL NORTE S.A.., INSTITUCI N DE BANCA M LTIPLE, GRUPO FINANCIERO - MEXICO
425983 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: BANCO MERCANTIL DEL NORTE S.A.., INSTITUCI N DE BANCA M LTIPLE, GRUPO FINANCIERO - MEXICO
425984 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: ALQUIMIA DIGITAL MX S.A.P.I. DE C.V. - MEXICO
425985 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: CITY NATIONAL BANK - UNITED STATES
425986 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: CITY NATIONAL BANK - UNITED STATES
425987 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: BANCO DE OCCIDENTE, S.A. - COLOMBIA
425988 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: PARK NATIONAL BANK - UNITED STATES
425989 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: FIRST KENTUCKY BANK, INC. - UNITED STATES
425990 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: FIRST INTERSTATE BANK - UNITED STATES
425991 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: ICBA BANCARD, INC. - UNITED STATES
425992 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: BANCORP BANK - UNITED STATES
425993 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: FIRST INTERSTATE BANK - UNITED STATES
425994 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: SECURITY STATE BANK - UNITED STATES
425995 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: 
425996 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: 
425997 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: 
425998 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: FIRST NATIONAL BANK OF OMAHA - UNITED STATES
425999 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: FIRST NATIONAL BANK OF OMAHA - UNITED STATES
426000 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: MITSUBISHI UFJ NICOS CO., LTD - JAPAN
426001 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: COMMUNITY ALLIANCE CREDIT UNION - UNITED STATES
426002 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: PEOPLE DRIVEN CREDIT UNION - UNITED STATES
426003 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: JPMORGAN CHASE BANK, N.A. - UNITED STATES
426004 - TYPE:  DEBIT  | LEVEL:  BUSINESS  | BANK: JPMORGAN CHASE BANK, N.A. - UNITED STATES
426005 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: MIDFLORIDA CREDIT UNION - UNITED STATES
426006 - TYPE:  CREDIT  | LEVEL:  SIGNATURE  | BANK: MIDFLORIDA CREDIT UNION - UNITED STATES
426007 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: MIDFLORIDA CREDIT UNION - UNITED STATES
426008 - TYPE:  CREDIT  | LEVEL:  TRADITIONAL  | BANK: NUMERICA CREDIT UNION - UNITED STATES
426009 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: CHASE BANK USA, N.A. - UNITED STATES
426010 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: FIRSTCARIBBEAN INTERNATIONAL BANK (BAHAMAS), LTD. - BAHAMAS
426011 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: COASTLINE CREDIT UNION, LTD. - AUSTRALIA
426012 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: HSBC MEXICO S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO HSBC - MEXICO
426013 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: PT. BANK MAYBANK INDONESIA, TBK. - INDONESIA
426014 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: HSBC BANK (PANAMA), S.A. - PANAMA
426015 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: ICICI BANK, LTD. - INDIA
426016 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: BANCO DE COSTA RICA - COSTA RICA
426017 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: AVAL CARD (COSTA RICA), S.A. - COSTA RICA
426018 - TYPE:  CREDIT  | LEVEL:  CORPORATE T&amp;E  | BANK: BANCO DEL PACIFICO, S.A. - ECUADOR
426019 - TYPE:  DEBIT  | LEVEL:  ------  | BANK: 
426020 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
426021 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: SHINHAN BANK VIETNAM, LTD. - VIET NAM
426022 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: SUNNY BANK - TAIWAN, PROVINCE OF CHINA
426023 - TYPE:  CREDIT  | LEVEL:  B2B VIRTUAL  | BANK: CITIBANK EUROPE PLC - IRELAND
426024 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO PROMERICA, S.A. - GUATEMALA
426025 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: BANCO CITIBANK DE GUATEMALA, S.A. - GUATEMALA
426026 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: BANCO CITIBANK DE GUATEMALA, S.A. - GUATEMALA
426027 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: STOPANSKA BANKA A.D. SKOPJE - MACEDONIA, THE FORMER YUGOSLAV REPUBLIC OF
426028 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: PRIMER BANCO DEL ISTMO, S.A. - PANAMA
426029 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BANCO GENERAL, S.A. - PANAMA
426030 - TYPE:  CREDIT  | LEVEL:  PRIVATE LABEL  | BANK: CHASE BANK USA, N.A. - UNITED STATES
426031 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BIZ INSTITUICAO DE PAGAMENTO LTDA. - BRAZIL
426032 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: INDUE, LTD. - AUSTRALIA
426033 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: INDUE, LTD. - AUSTRALIA
426034 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: INDUE, LTD. - AUSTRALIA
426035 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: INDUE, LTD. - AUSTRALIA
426036 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: TAVRICHESKY BANK (JSC) - RUSSIAN FEDERATION
426037 - TYPE:  DEBIT  | LEVEL:  GOLD  | BANK: TAVRICHESKY BANK (JSC) - RUSSIAN FEDERATION
426038 - TYPE:  DEBIT  | LEVEL:  ELECTRON  | BANK: TAVRICHESKY BANK JSC - RUSSIAN FEDERATION
426039 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: DZ BANK AG - GERMANY
426040 - TYPE:  CREDIT  | LEVEL:  INFINITE  | BANK: SCOTIABANK CHILE - CHILE
426041 - TYPE:  DEBIT  | LEVEL:  ELECTRON  | BANK: BANCO CITIBANK DE HONDURAS, S.A. - HONDURAS
426042 - TYPE:  DEBIT  | LEVEL:  PREPAID CLASSIC  | BANK: DOCK INSTITUICAO DE PAGAMENTO, S.A. - BRAZIL
426043 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: CAIXA ECONOMICA FEDERAL - BRAZIL
426044 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: VISION BANCO SOCIEDAD ANONIMA EMISORA DECAPITAL ABIERTO - PARAGUAY
426045 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO DE BOGOTA, S.A. - COLOMBIA
426046 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: JSC MTB BANK - UKRAINE
426047 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: JSC MTB BANK - UKRAINE
426048 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: JSC MTB BANK - UKRAINE
426049 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: MTB BANK - UKRAINE
426050 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
426051 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
426052 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
426053 - TYPE:  DEBIT  | LEVEL:  PREPAID ELECTRON  | BANK: PROVIDENT BANK AND TRUST OF BELIZE, LTD. - BELIZE
426054 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: CELCOIN INSTITUICAO DE PAGAMENTO, S.A. - BRAZIL
426055 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: CAIXA ECONOMICA FEDERAL - BRAZIL
426056 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: DOCK INSTITUICAO DE PAGAMENTO, S.A. - BRAZIL
426057 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: IDBI BANK, LTD. - INDIA
426058 - TYPE:  DEBIT  | LEVEL:  CLASSIC  | BANK: BOUBYAN BANK K.S.C. - KUWAIT
426059 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
426060 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: JORDAN COMMERCIAL BANK - JORDAN
426061 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: 
426062 - TYPE:  CREDIT  | LEVEL:  ------  | BANK: HANG SENG BANK, LTD. - CHINA
426063 - TYPE:  CREDIT  | LEVEL:  SIGNATURE  | BANK: ICICI BANK, LTD. - INDIA
426064 - TYPE:  CREDIT  | LEVEL:  BUSINESS  | BANK: CAIXABANK, S.A. - SPAIN
426065 - TYPE:  DEBIT  | LEVEL:  PREPAID COMMERCIAL TRANSPORT  | BANK: DOCK INSTITUICAO DE PAGAMENTO, S.A. - BRAZIL
426066 - TYPE:  DEBIT  | LEVEL:  PREPAID  | BANK: HYUNDAICARD CO., LTD. - KOREA, REPUBLIC OF
426067 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: PIRAEUS BANK A.D. BEOGRAD - SERBIA
426068 - TYPE:  CREDIT  | LEVEL:  GOLD  | BANK: PIRAEUS BANK A.D. BEOGRAD - SERBIA
426069 - TYPE:  DEBIT  | LEVEL:  ELECTRON  | BANK: SUDUROYAR SPARIKASSI - DENMARK
426070 - TYPE:  DEBIT  | LEVEL:  ELECTRON  | BANK: NORDOYA SPARIKASSI - DENMARK
426071 - TYPE:  DEBIT  | LEVEL:  ELECTRON  | BANK: BETRI BANK - DENMARK
426072 - TYPE:  DEBIT  | LEVEL:  ELECTRON  | BANK: BETRI BANK - DENMARK
426073 - TYPE:  CREDIT  | LEVEL:  CLASSIC  | BANK: BANCO CITIBANK (PANAMA), S.A. - PANAMA
426074 - TYPE:  CREDIT  | LEVEL:  PLATINUM  | BANK: BANCO CATHAY DE COSTA RICA S.A - COSTA RICA
